Strain,AMR_gene,Locus_tag,Category
Klebsiella_Bio73,tet(D),AKEFJBBM_05381,Accessory
Klebsiella_Bio73,aac(6')-Ib-cr5,AKEFJBBM_05392,Accessory
Klebsiella_Bio73,blaOXA-1,AKEFJBBM_05393,Accessory
Klebsiella_Bio73,catB3,AKEFJBBM_05394,Accessory
Klebsiella_Bio73,blaCTX-M-15,AKEFJBBM_05399,Accessory
Klebsiella_Bio73,dfrA12,AKEFJBBM_05701,Accessory
Klebsiella_Bio73,aadA2,NA,Unknown
Klebsiella_Bio73,qacEdelta1,AKEFJBBM_05703,Accessory
Klebsiella_Bio73,sul1,AKEFJBBM_05704,Accessory
Klebsiella_Bio73,armA,AKEFJBBM_05708,Accessory
Klebsiella_Bio73,msr(E),AKEFJBBM_05711,Accessory
Klebsiella_Bio73,mph(E),AKEFJBBM_05712,Accessory
Klebsiella_Bio73,blaTEM-1,AKEFJBBM_05714,Accessory
Klebsiella_Bio73,blaOXA-232,AKEFJBBM_05719,Accessory
Klebsiella_Bio73,dfrA14,AKEFJBBM_05736,Accessory
Klebsiella_Bio73,tet(D),AKEFJBBM_05751,Accessory
Klebsiella_Bio73,catB3,AKEFJBBM_05763,Accessory
Klebsiella_Bio73,blaOXA-1,AKEFJBBM_05764,Accessory
Klebsiella_Bio73,aac(6')-Ib-cr5,AKEFJBBM_05765,Accessory
Klebsiella_Bio73,blaCTX-M-15,AKEFJBBM_05768,Accessory
Klebsiella_IM007,blaSHV-11,NKPLBACC_01110,Core
Klebsiella_IM007,fosA,NKPLBACC_03013,Core
Klebsiella_IM007,oqxB,NKPLBACC_04944,Accessory
Klebsiella_IM007,oqxA,NKPLBACC_04945,Accessory
Klebsiella_IM007,mrx(A),NKPLBACC_05405,Accessory
Klebsiella_IM007,mph(A),NKPLBACC_05406,Accessory
Klebsiella_IM007,tet(A),NKPLBACC_05411,Accessory
Klebsiella_IM007,floR,NKPLBACC_05414,Accessory
Klebsiella_IM007,qnrS1,NKPLBACC_05532,Accessory
Klebsiella_IM007,blaCTX-M-3,NKPLBACC_05536,Accessory
Klebsiella_IM007,blaTEM-1,NKPLBACC_05538,Accessory
Klebsiella_IM007,aac(6')-Ib-cr5,NKPLBACC_05543,Accessory
Klebsiella_IM007,arr-3,NKPLBACC_05544,Accessory
Klebsiella_IM007,dfrA27,NA,Unknown
Klebsiella_IM007,aadA16,NKPLBACC_05546,Accessory
Klebsiella_IM007,qacEdelta1,NKPLBACC_05547,Accessory
Klebsiella_IM007,sul1,NKPLBACC_05548,Accessory
Klebsiella_IM007,blaSHV-11,NKPLBACC_05552,Accessory
Klebsiella_IM007,blaCTX-M-65,NKPLBACC_05561,Accessory
Klebsiella_IM007,blaKPC-2,NKPLBACC_05627,Accessory
Klebsiella_IM007,blaSHV,NKPLBACC_05639,Accessory
Klebsiella_3347689I,oqxB,LJJPKJPJ_01199,Accessory
Klebsiella_3347689I,oqxA,LJJPKJPJ_01200,Accessory
Klebsiella_3347689I,sul1,LJJPKJPJ_01923,Accessory
Klebsiella_3347689I,qacE,NA,Unknown
Klebsiella_3347689I,blaDHA,LJJPKJPJ_01926,Accessory
Klebsiella_3347689I,ble,LJJPKJPJ_01927,Accessory
Klebsiella_3347689I,blaNDM-1,LJJPKJPJ_01928,Accessory
Klebsiella_3347689I,blaTEM-1,LJJPKJPJ_01985,Accessory
Klebsiella_3347689I,aac(3)-IId,LJJPKJPJ_01990,Accessory
Klebsiella_3347689I,blaSHV-11,LJJPKJPJ_02867,Core
Klebsiella_3347689I,fosA,LJJPKJPJ_04712,Core
Klebsiella_3347689I,blaCMY-4,LJJPKJPJ_05512,Accessory
Klebsiella_3347689I,dfrA14,NA,Unknown
Klebsiella_3347689I,arr-2,LJJPKJPJ_05568,Accessory
Klebsiella_3347689I,cmlA5,LJJPKJPJ_05570,Accessory
Klebsiella_3347689I,blaOXA-10,LJJPKJPJ_05571,Accessory
Klebsiella_3347689I,aadA1,LJJPKJPJ_05572,Accessory
Klebsiella_3347689I,qacEdelta1,LJJPKJPJ_05573,Accessory
Klebsiella_3347689I,sul1,LJJPKJPJ_05574,Accessory
Klebsiella_3347689I,armA,LJJPKJPJ_05578,Accessory
Klebsiella_3347689I,msr(E),LJJPKJPJ_05581,Accessory
Klebsiella_3347689I,mph(E),LJJPKJPJ_05582,Accessory
Klebsiella_3347689I,aac(3)-IIe,LJJPKJPJ_05592,Accessory
Klebsiella_3347689I,catB3,LJJPKJPJ_05594,Accessory
Klebsiella_3347689I,blaOXA-1,LJJPKJPJ_05595,Accessory
Klebsiella_3347689I,aac(6')-Ib-cr5,LJJPKJPJ_05596,Accessory
Klebsiella_3347689I,sul1,LJJPKJPJ_05601,Accessory
Klebsiella_3347689I,qacEdelta1,LJJPKJPJ_05602,Accessory
Klebsiella_3347689I,dfrA1,NA,Unknown
Klebsiella_3347689I,tet(A),LJJPKJPJ_05606,Accessory
Klebsiella_3347689I,catA1,LJJPKJPJ_05615,Accessory
Klebsiella_3347689I,blaCTX-M-15,LJJPKJPJ_05653,Accessory
Klebsiella_KP18-2050,oqxB,IFNMLPOG_01211,Accessory
Klebsiella_KP18-2050,oqxA,IFNMLPOG_01212,Accessory
Klebsiella_KP18-2050,blaSHV-11,IFNMLPOG_02773,Core
Klebsiella_KP18-2050,fosA,IFNMLPOG_04622,Core
Klebsiella_KP18-2050,blaSHV-11,IFNMLPOG_04999,Accessory
Klebsiella_KP18-2050,aph(3')-Ia,IFNMLPOG_05009,Accessory
Klebsiella_KP18-2050,tet(A),IFNMLPOG_05013,Accessory
Klebsiella_KP18-2050,blaCTX-M-65,IFNMLPOG_05658,Accessory
Klebsiella_KP18-2050,fosA3,IFNMLPOG_05662,Accessory
Klebsiella_KP18-2050,blaTEM-1,IFNMLPOG_05670,Accessory
Klebsiella_KP18-2050,rmtB1,IFNMLPOG_05671,Accessory
Klebsiella_KP18-2050,blaSHV-12,IFNMLPOG_05714,Accessory
Klebsiella_KP18-2050,blaSHV-12,IFNMLPOG_05722,Accessory
Klebsiella_KP18-2050,blaKPC-2,IFNMLPOG_05727,Accessory
Klebsiella_KP18-2050,dfrA5,NA,Unknown
Klebsiella_KP18-2050,qacE,IFNMLPOG_05403,Accessory
Klebsiella_KP18-2050,blaSHV-12,IFNMLPOG_05410,Accessory
Klebsiella_KP1517,oqxB,DPHABKBD_01208,Accessory
Klebsiella_KP1517,oqxA,DPHABKBD_01209,Accessory
Klebsiella_KP1517,blaSHV-11,DPHABKBD_02769,Core
Klebsiella_KP1517,fosA,DPHABKBD_04564,Core
Klebsiella_KP1517,blaSHV-11,DPHABKBD_04992,Accessory
Klebsiella_KP1517,aph(3')-Ia,DPHABKBD_05002,Accessory
Klebsiella_KP1517,tet(A),DPHABKBD_05006,Accessory
Klebsiella_KP1517,tet(A),DPHABKBD_05010,Accessory
Klebsiella_KP1517,catB3,DPHABKBD_05014,Accessory
Klebsiella_KP1517,blaOXA-1,DPHABKBD_05015,Accessory
Klebsiella_KP1517,aac(6')-Ib-cr5,DPHABKBD_05016,Accessory
Klebsiella_KP1517,blaCTX-M-15,DPHABKBD_05020,Accessory
Klebsiella_KP1517,blaTEM-1,DPHABKBD_05025,Accessory
Klebsiella_KP1517,mph(A),DPHABKBD_05029,Accessory
Klebsiella_KP1517,mrx(A),DPHABKBD_05030,Accessory
Klebsiella_KP1517,sul1,DPHABKBD_05037,Accessory
Klebsiella_KP1517,qacE,NA,Unknown
Klebsiella_KP1517,blaDHA-1,DPHABKBD_05040,Accessory
Klebsiella_KP1517,qnrB4,DPHABKBD_05047,Accessory
Klebsiella_KP1517,dfrA12,DPHABKBD_05060,Accessory
Klebsiella_KP1517,aadA2,NA,Unknown
Klebsiella_KP1517,qacEdelta1,DPHABKBD_05062,Accessory
Klebsiella_KP1517,sul1,DPHABKBD_05063,Accessory
Klebsiella_KP1517,armA,DPHABKBD_05067,Accessory
Klebsiella_KP1517,msr(E),DPHABKBD_05070,Accessory
Klebsiella_KP1517,mph(E),DPHABKBD_05071,Accessory
Klebsiella_KP1517,dfrA50,DPHABKBD_05430,Accessory
Klebsiella_KP1517,fosA3,DPHABKBD_05607,Accessory
Klebsiella_KP1517,rmtB,DPHABKBD_05610,Accessory
Klebsiella_KP1517,blaSHV-12,DPHABKBD_05651,Accessory
Klebsiella_KP1517,blaKPC-2,DPHABKBD_05656,Accessory
Klebsiella_NK-603,blaSHV-11,HBLCKHNK_02859,Core
Klebsiella_NK-603,fosA,HBLCKHNK_04722,Core
Klebsiella_NK-603,blaKPC-2,HBLCKHNK_05410,Accessory
Klebsiella_NK-603,blaSHV-12,HBLCKHNK_05418,Accessory
Klebsiella_NK-603,rmtB1,HBLCKHNK_05454,Accessory
Klebsiella_NK-603,blaTEM-1,HBLCKHNK_05455,Accessory
Klebsiella_NK-603,blaCTX-M-65,HBLCKHNK_05464,Accessory
Klebsiella_NK-603,qnrS1,HBLCKHNK_05790,Accessory
Klebsiella_NK-603,blaLAP-2,HBLCKHNK_05794,Accessory
Klebsiella_NK-603,tet(A),HBLCKHNK_05798,Accessory
Klebsiella_NK-603,sul2,HBLCKHNK_05806,Accessory
Klebsiella_NK-603,qnrS1,HBLCKHNK_05879,Accessory
Klebsiella_NK-603,dfrA14,NA,Unknown
Klebsiella_NK-603,sul2,HBLCKHNK_05940,Accessory
Klebsiella_NK-603,aph(3'')-Ib,HBLCKHNK_05941,Accessory
Klebsiella_NK-603,aph(6)-Id,HBLCKHNK_05942,Accessory
Klebsiella_NK-603,qnrS1,HBLCKHNK_05948,Accessory
Pseudomonas_SS-209,aph(3')-IIb,EBEHLKLP_00092,Core
Pseudomonas_SS-209,blaPDC-39,EBEHLKLP_00101,Core
Pseudomonas_SS-209,msr(E),EBEHLKLP_01451,Accessory
Pseudomonas_SS-209,mph(E),EBEHLKLP_01452,Accessory
Pseudomonas_SS-209,catB3,NA,Unknown
Pseudomonas_SS-209,blaOXA-10,EBEHLKLP_01456,Accessory
Pseudomonas_SS-209,aadA2,NA,Unknown
Pseudomonas_SS-209,qacEdelta1,NA,Unknown
Pseudomonas_SS-209,sul1,EBEHLKLP_01458,Accessory
Pseudomonas_SS-209,fosA,EBEHLKLP_03443,Core
Pseudomonas_SS-209,sul1,EBEHLKLP_03595,Accessory
Pseudomonas_SS-209,qacEdelta1,NA,Unknown
Pseudomonas_SS-209,aac(6')-Ib4,NA,Unknown
Pseudomonas_SS-209,aac(3)-Ia,EBEHLKLP_03596,Accessory
Pseudomonas_SS-209,blaVIM-2,EBEHLKLP_03597,Accessory
Pseudomonas_SS-209,aac(6')-Il,NA,Unknown
Pseudomonas_SS-209,aph(6)-Id,EBEHLKLP_03601,Accessory
Pseudomonas_SS-209,aph(3'')-Ib,EBEHLKLP_03602,Accessory
Pseudomonas_SS-209,msr(E),EBEHLKLP_03987,Accessory
Pseudomonas_SS-209,mph(E),EBEHLKLP_03988,Accessory
Pseudomonas_SS-209,catB3,NA,Unknown
Pseudomonas_SS-209,blaOXA-10,EBEHLKLP_03992,Accessory
Pseudomonas_SS-209,aadA2,NA,Unknown
Pseudomonas_SS-209,qacEdelta1,NA,Unknown
Pseudomonas_SS-209,sul1,EBEHLKLP_03994,Accessory
Pseudomonas_SS-209,catB7,EBEHLKLP_04113,Core
Pseudomonas_SS-209,blaOXA-488,EBEHLKLP_05873,Core
Pseudomonas_PAO1,catB7,BOBHOCID_00727,Core
Pseudomonas_PAO1,fosA,BOBHOCID_01169,Core
Pseudomonas_PAO1,blaPDC-1,BOBHOCID_04242,Core
Pseudomonas_PAO1,aph(3')-IIb,BOBHOCID_04251,Core
Pseudomonas_PAO1,blaOXA-50,BOBHOCID_05701,Core
Pseudomonas_Pa3,aph(3')-IIb,ECPJBLDK_00961,Core
Pseudomonas_Pa3,blaPDC-3,ECPJBLDK_00970,Core
Pseudomonas_Pa3,aac(6')-29a,NA,Unknown
Pseudomonas_Pa3,blaVIM-2,ECPJBLDK_03291,Accessory
Pseudomonas_Pa3,aac(6')-29b,NA,Unknown
Pseudomonas_Pa3,qacEdelta1,NA,Unknown
Pseudomonas_Pa3,sul1,ECPJBLDK_03293,Accessory
Pseudomonas_Pa3,fosA,NA,Unknown
Pseudomonas_Pa3,catB7,ECPJBLDK_05116,Core
Pseudomonas_Pa3,blaOXA-395,ECPJBLDK_06643,Core
Pseudomonas_Carb01_63,aph(3')-IIb,JBHAFGKF_01023,Core
Pseudomonas_Carb01_63,blaPDC-3,JBHAFGKF_01032,Core
Pseudomonas_Carb01_63,aac(6')-29,NA,Unknown
Pseudomonas_Carb01_63,blaVIM-2,JBHAFGKF_03538,Accessory
Pseudomonas_Carb01_63,aac(6')-29,NA,Unknown
Pseudomonas_Carb01_63,qacEdelta1,NA,Unknown
Pseudomonas_Carb01_63,sul1,JBHAFGKF_03540,Accessory
Pseudomonas_Carb01_63,fosA,NA,Unknown
Pseudomonas_Carb01_63,aac(6')-Ib',NA,Unknown
Pseudomonas_Carb01_63,blaCARB-2,JBHAFGKF_05333,Accessory
Pseudomonas_Carb01_63,aadA2,NA,Unknown
Pseudomonas_Carb01_63,qacEdelta1,NA,Unknown
Pseudomonas_Carb01_63,sul1,JBHAFGKF_05335,Accessory
Pseudomonas_Carb01_63,catB7,JBHAFGKF_05364,Core
Pseudomonas_Carb01_63,blaOXA-395,JBHAFGKF_07018,Core
Pseudomonas_59,aph(3')-IIb,FPNNPAJM_00887,Core
Pseudomonas_59,blaPDC-5,FPNNPAJM_00896,Core
Pseudomonas_59,catB7,FPNNPAJM_02391,Core
Pseudomonas_59,fosA,FPNNPAJM_02933,Core
Pseudomonas_59,sul1,FPNNPAJM_04937,Accessory
Pseudomonas_59,qacEdelta1,NA,Unknown
Pseudomonas_59,catB3,NA,Unknown
Pseudomonas_59,blaOXA-1,FPNNPAJM_04939,Accessory
Pseudomonas_59,blaIMP-45,FPNNPAJM_04940,Accessory
Pseudomonas_59,aac(6')-Ib4,NA,Unknown
Pseudomonas_59,mph(A),FPNNPAJM_05198,Accessory
Pseudomonas_59,mrx(A),FPNNPAJM_05199,Accessory
Pseudomonas_59,aac(3)-IId,FPNNPAJM_05206,Accessory
Pseudomonas_59,ere(A),FPNNPAJM_05389,Accessory
Pseudomonas_59,catB3,NA,Unknown
Pseudomonas_59,aadA1,NA,Unknown
Pseudomonas_59,qacEdelta1,NA,Unknown
Pseudomonas_59,sul1,FPNNPAJM_05396,Accessory
Pseudomonas_59,qnrVC6,FPNNPAJM_05398,Accessory
Pseudomonas_59,dfrA42,NA,Unknown
Pseudomonas_59,qacEdelta1,NA,Unknown
Pseudomonas_59,sul1,FPNNPAJM_05403,Accessory
Pseudomonas_59,blaTEM-1,FPNNPAJM_05408,Accessory
Pseudomonas_59,rmtB1,FPNNPAJM_05409,Accessory
Pseudomonas_59,fosZ,FPNNPAJM_05462,Accessory
Pseudomonas_59,fosZ,NA,Unknown
Pseudomonas_59,blaVIM-2,FPNNPAJM_05484,Accessory
Pseudomonas_59,aac(6')-Ib,NA,Unknown
Pseudomonas_59,dfrB1,NA,Unknown
Pseudomonas_59,blaOXA-50,FPNNPAJM_06888,Core
Pseudomonas_59,blaCMY-2,NA,Unknown
Pseudomonas_NY5524,fosA,OJMCPDCD_01377,Core
Pseudomonas_NY5524,blaPDC-1,OJMCPDCD_04984,Core
Pseudomonas_NY5524,aph(3')-IIb,OJMCPDCD_04993,Core
Pseudomonas_NY5524,catB7,OJMCPDCD_05254,Core
Pseudomonas_NY5524,aac(6')-Ib,OJMCPDCD_06023,Accessory
Pseudomonas_NY5524,blaOXA-101,OJMCPDCD_06024,Accessory
Pseudomonas_NY5524,aadA5,OJMCPDCD_06025,Accessory
Pseudomonas_NY5524,qacEdelta1,NA,Unknown
Pseudomonas_NY5524,sul1,OJMCPDCD_06026,Accessory
Pseudomonas_NY5524,blaPER-1,OJMCPDCD_06028,Accessory
Pseudomonas_NY5524,qacE,NA,Unknown
Pseudomonas_NY5524,sul1,OJMCPDCD_06032,Accessory
Pseudomonas_NY5524,aph(3'')-Ib,NA,Unknown
Pseudomonas_NY5524,aph(6)-Id,OJMCPDCD_06041,Accessory
Pseudomonas_NY5524,blaOXA-847,OJMCPDCD_06782,Core
Pseudomonas_NY4383,aac(6')-Ib4,NA,Unknown
Pseudomonas_NY4383,ant(2'')-Ia,NA,Unknown
Pseudomonas_NY4383,qacEdelta1,NA,Unknown
Pseudomonas_NY4383,sul1,LDMCHMKO_00336,Accessory
Pseudomonas_NY4383,catB7,LDMCHMKO_01568,Core
Pseudomonas_NY4383,fosA,LDMCHMKO_02303,Core
Pseudomonas_NY4383,blaPDC-35,LDMCHMKO_05864,Core
Pseudomonas_NY4383,aph(3')-IIb,LDMCHMKO_05873,Core
Pseudomonas_NY4383,blaOXA-488,LDMCHMKO_06863,Core
Pseudomonas_PAC1,sul1,NA,Unknown
Pseudomonas_PAC1,catB7,LEMGBNAI_03644,Core
Pseudomonas_PAC1,blaOXA-847,LEMGBNAI_05029,Core
Pseudomonas_PAC1,blaPDC-1,LEMGBNAI_05883,Core
Pseudomonas_PAC1,aph(3')-IIb,LEMGBNAI_05892,Core
Pseudomonas_PAC1,fosA,LEMGBNAI_06964,Core
Pseudomonas_JBPA,fosA,PHPIJGEG_00339,Core
Pseudomonas_JBPA,aph(3'')-Ib,PHPIJGEG_01515,Accessory
Pseudomonas_JBPA,aph(6)-Id,PHPIJGEG_01516,Accessory
Pseudomonas_JBPA,catB7,PHPIJGEG_03742,Core
Pseudomonas_JBPA,blaOXA-50,PHPIJGEG_05344,Core
Pseudomonas_JBPA,aph(3')-IIb,PHPIJGEG_06270,Core
Pseudomonas_JBPA,blaPDC-8,PHPIJGEG_06279,Core
Pseudomonas_p55,blaOXA-50,IGAMENLI_00838,Core
Pseudomonas_p55,aac(6')-Ib3,NA,Unknown
Pseudomonas_p55,blaOXA-14,IGAMENLI_01799,Accessory
Pseudomonas_p55,catB7,IGAMENLI_02398,Core
Pseudomonas_p55,fosA,IGAMENLI_02934,Core
Pseudomonas_p55,sul1,IGAMENLI_03581,Accessory
Pseudomonas_p55,ant(4')-IIb,IGAMENLI_03590,Accessory
Pseudomonas_p55,floR2,NA,Unknown
Pseudomonas_p55,tet(G),IGAMENLI_03595,Accessory
Pseudomonas_p55,sul1,IGAMENLI_05150,Accessory
Pseudomonas_p55,qacEdelta1,NA,Unknown
Pseudomonas_p55,blaOXA-796,NA,Unknown
Pseudomonas_p55,aac(6')-Ib,NA,Unknown
Pseudomonas_p55,aac(6')-Ib,NA,Unknown
Pseudomonas_p55,qacF,NA,Unknown
Pseudomonas_p55,blaPDC-98,IGAMENLI_06735,Core
Pseudomonas_p55,aph(3')-IIb,IGAMENLI_06744,Core
Pseudomonas_Pa1207,catB7,NBAMOAMO_02038,Core
Pseudomonas_Pa1207,fosA,NA,Unknown
Pseudomonas_Pa1207,aac(6')-33,NA,Unknown
Pseudomonas_Pa1207,aadA1,NA,Unknown
Pseudomonas_Pa1207,blaOXA-2,NBAMOAMO_04760,Accessory
Pseudomonas_Pa1207,qacEdelta1,NA,Unknown
Pseudomonas_Pa1207,sul1,NBAMOAMO_04761,Accessory
Pseudomonas_Pa1207,blaPDC-5,NBAMOAMO_06492,Core
Pseudomonas_Pa1207,aph(3')-IIb,NBAMOAMO_06501,Core
Pseudomonas_Pa1207,blaOXA-396,NBAMOAMO_06884,Core
Pseudomonas_A31005,blaOXA-50,BJADBJPP_00376,Core
Pseudomonas_A31005,catB7,BJADBJPP_01819,Core
Pseudomonas_A31005,fosA,BJADBJPP_02442,Core
Pseudomonas_A31005,aph(6)-Id,NA,Unknown
Pseudomonas_A31005,aph(3'')-Ib,BJADBJPP_03627,Accessory
Pseudomonas_A31005,qacF,NA,Unknown
Pseudomonas_A31005,blaOXA-35,BJADBJPP_03629,Accessory
Pseudomonas_A31005,aac(6')-Ib4,NA,Unknown
Pseudomonas_A31005,aac(6')-Ib4,NA,Unknown
Pseudomonas_A31005,blaOXA-35,BJADBJPP_04284,Accessory
Pseudomonas_A31005,qacF,NA,Unknown
Pseudomonas_A31005,aph(3'')-Ib,BJADBJPP_04286,Accessory
Pseudomonas_A31005,aph(6)-Id,NA,Unknown
Pseudomonas_A31005,blaPDC-8,BJADBJPP_06226,Core
Pseudomonas_A31005,aph(3')-IIb,BJADBJPP_06235,Core
Pseudomonas_C4.2,aph(3')-IIb,PDEBODEP_00935,Core
Pseudomonas_C4.2,blaPDC-80,PDEBODEP_00944,Core
Pseudomonas_C4.2,aph(3'')-Ib,PDEBODEP_03396,Accessory
Pseudomonas_C4.2,aph(6)-Id,PDEBODEP_03397,Accessory
Pseudomonas_C4.2,fosA,PDEBODEP_04691,Core
Pseudomonas_C4.2,catB7,PDEBODEP_05356,Core
Pseudomonas_C4.2,blaOXA-1014,PDEBODEP_06855,Core
Pseudomonas_CH1,aph(3')-IIb,KCEAFJDG_00896,Core
Pseudomonas_CH1,blaPDC-115,KCEAFJDG_00905,Core
Pseudomonas_CH1,fosA,KCEAFJDG_04696,Core
Pseudomonas_CH1,catB7,KCEAFJDG_05265,Core
Pseudomonas_CH1,blaOXA-908,KCEAFJDG_06822,Core
Pseudomonas_Pa58,aph(3')-IIb,EGCCHLPD_00950,Core
Pseudomonas_Pa58,blaPDC-19a,EGCCHLPD_00960,Core
Pseudomonas_Pa58,aadA6,NA,Unknown
Pseudomonas_Pa58,qacEdelta1,NA,Unknown
Pseudomonas_Pa58,sul1,EGCCHLPD_02570,Accessory
Pseudomonas_Pa58,aac(6')-Ib4,NA,Unknown
Pseudomonas_Pa58,aadA1,NA,Unknown
Pseudomonas_Pa58,blaOXA-2,EGCCHLPD_02803,Accessory
Pseudomonas_Pa58,qacG2,NA,Unknown
Pseudomonas_Pa58,blaGES-1,EGCCHLPD_03443,Accessory
Pseudomonas_Pa58,aac(6')-Il,NA,Unknown
Pseudomonas_Pa58,blaGES-1,EGCCHLPD_04720,Accessory
Pseudomonas_Pa58,sul1,EGCCHLPD_04733,Accessory
Pseudomonas_Pa58,qacEdelta1,NA,Unknown
Pseudomonas_Pa58,aadA1,NA,Unknown
Pseudomonas_Pa58,blaOXA-2,EGCCHLPD_04735,Accessory
Pseudomonas_Pa58,aac(6')-Il,NA,Unknown
Pseudomonas_Pa58,ant(2'')-Ia,NA,Unknown
Pseudomonas_Pa58,fosA,EGCCHLPD_04770,Core
Pseudomonas_Pa58,catB7,EGCCHLPD_05248,Core
Pseudomonas_Pa58,blaOXA-488,EGCCHLPD_06758,Core
Pseudomonas_2868,aph(3')-IIb,PBFLLHFF_00885,Core
Pseudomonas_2868,blaPDC-3,PBFLLHFF_00894,Core
Pseudomonas_2868,fosA,NA,Unknown
Pseudomonas_2868,sul1,PBFLLHFF_05159,Accessory
Pseudomonas_2868,qacEdelta1,NA,Unknown
Pseudomonas_2868,aadA2,NA,Unknown
Pseudomonas_2868,blaCARB-2,PBFLLHFF_05161,Accessory
Pseudomonas_2868,aac(6')-Ib,NA,Unknown
Pseudomonas_2868,catB7,PBFLLHFF_05201,Core
Pseudomonas_2868,blaOXA-395,PBFLLHFF_06750,Core
Pseudomonas_AR_0353,blaOXA-488,AGOIFKED_00152,Core
Pseudomonas_AR_0353,catB7,AGOIFKED_01643,Core
Pseudomonas_AR_0353,fosA,AGOIFKED_02116,Core
Pseudomonas_AR_0353,ant(2'')-Ia,NA,Unknown
Pseudomonas_AR_0353,aac(6')-Il,NA,Unknown
Pseudomonas_AR_0353,blaOXA-2,AGOIFKED_02151,Accessory
Pseudomonas_AR_0353,aadA1,NA,Unknown
Pseudomonas_AR_0353,qacEdelta1,NA,Unknown
Pseudomonas_AR_0353,sul1,AGOIFKED_02153,Accessory
Pseudomonas_AR_0353,blaGES-1,AGOIFKED_02160,Accessory
Pseudomonas_AR_0353,aac(6')-Il,NA,Unknown
Pseudomonas_AR_0353,qacG2,NA,Unknown
Pseudomonas_AR_0353,aac(6')-Ib4,NA,Unknown
Pseudomonas_AR_0353,sul1,AGOIFKED_04326,Accessory
Pseudomonas_AR_0353,qacEdelta1,NA,Unknown
Pseudomonas_AR_0353,aadA6,NA,Unknown
Pseudomonas_AR_0353,blaPDC-19a,AGOIFKED_05925,Core
Pseudomonas_AR_0353,aph(3')-IIb,AGOIFKED_05934,Core
Pseudomonas_AR_0353,blaGES-1,AGOIFKED_06804,Accessory
Pseudomonas_DSM_50071,aph(3')-IIb,BNMGHOHH_00826,Core
Pseudomonas_DSM_50071,blaPDC-5,BNMGHOHH_00835,Core
Pseudomonas_DSM_50071,fosA,BNMGHOHH_03943,Core
Pseudomonas_DSM_50071,catB7,BNMGHOHH_04423,Core
Pseudomonas_DSM_50071,blaOXA-904,BNMGHOHH_05762,Core
Pseudomonas_PA14,aph(3')-IIb,LFBOLLLO_00862,Core
Pseudomonas_PA14,blaPDC-34,LFBOLLLO_00871,Core
Pseudomonas_PA14,fosA,LFBOLLLO_04040,Core
Pseudomonas_PA14,catB7,NA,Unknown
Pseudomonas_PA14,blaOXA-488,LFBOLLLO_05927,Core
Pseudomonas_PA6567,aph(3')-IIb,CKHHCFKB_00898,Core
Pseudomonas_PA6567,blaPDC-5,CKHHCFKB_00907,Core
Pseudomonas_PA6567,aac(3)-IIIb,CKHHCFKB_03779,Accessory
Pseudomonas_PA6567,aph(3')-VIa,CKHHCFKB_03781,Accessory
Pseudomonas_PA6567,fosA,CKHHCFKB_04633,Core
Pseudomonas_PA6567,blaIMP-13,CKHHCFKB_05254,Accessory
Pseudomonas_PA6567,aac(6')-Ib4,NA,Unknown
Pseudomonas_PA6567,qacEdelta1,NA,Unknown
Pseudomonas_PA6567,sul1,CKHHCFKB_05255,Accessory
Pseudomonas_PA6567,catB7,CKHHCFKB_05301,Core
Pseudomonas_PA6567,blaOXA-914,CKHHCFKB_06639,Core
Staphylococcus_MRSA107,mecI,NA,Unknown
Staphylococcus_MRSA107,mecR1,LHCEECGN_00026,Accessory
Staphylococcus_MRSA107,mecA,LHCEECGN_00027,Accessory
Staphylococcus_MRSA107,tet(K),LHCEECGN_00035,Accessory
Staphylococcus_MRSA107,erm(A),LHCEECGN_00055,Accessory
Staphylococcus_MRSA107,ant(9)-Ia,LHCEECGN_00056,Accessory
Staphylococcus_MRSA107,ant(9)-Ia,LHCEECGN_00702,Accessory
Staphylococcus_MRSA107,erm(A),LHCEECGN_00703,Accessory
Staphylococcus_MRSA107,dfrG,LHCEECGN_01977,Accessory
Staphylococcus_MRSA107,tet(M),LHCEECGN_01986,Accessory
Staphylococcus_MRSA107,aac(6')-Ie/aph(2'')-Ia,LHCEECGN_02192,Accessory
Staphylococcus_MRSA107,aph(3')-IIIa,LHCEECGN_02198,Accessory
Staphylococcus_MRSA107,sat4,NA,Unknown
Staphylococcus_MRSA107,ant(6)-Ia,NA,Unknown
Staphylococcus_MRSA107,fosB,LHCEECGN_02597,Core
Staphylococcus_MRSA107,blaI,LHCEECGN_02846,Accessory
Staphylococcus_MRSA107,blaR1,LHCEECGN_02847,Accessory
Staphylococcus_MRSA107,blaPC1,LHCEECGN_02848,Accessory
Staphylococcus_Zed,qacA,NA,Unknown
Staphylococcus_Zed,fosB,MBBGEAON_00169,Core
Staphylococcus_Zed,blaI,MBBGEAON_00422,Accessory
Staphylococcus_Zed,blaR1,MBBGEAON_00423,Accessory
Staphylococcus_Zed,blaPC1,MBBGEAON_00424,Accessory
Staphylococcus_Zed,fusC,NA,Unknown
Staphylococcus_Zed,ant(9)-Ia,MBBGEAON_00642,Accessory
Staphylococcus_Zed,erm(A),MBBGEAON_00643,Accessory
Staphylococcus_Zed,mecA,MBBGEAON_00666,Accessory
Staphylococcus_Zed,mecR1,MBBGEAON_00667,Accessory
Staphylococcus_Zed,mecI,NA,Unknown
